sales_id,product_id,location_id,customer_id,customer_id,location_id,order_id,product_id,order_date,ship_mode,state,region,postal_code,country,city,segment,customer_name,customer_key
67,770,345,610,610,345,US-2016-164175,770,2016-04-30 00:00:00,Standard Class,Illinois,Central,60610,United States,Chicago,Home Office,Paul Stevenson,PS-18970
68,885,490,107,107,490,CA-2015-106376,885,2015-12-05 00:00:00,Standard Class,Arizona,West,85234,United States,Gilbert,Corporate,Brendan Sweed,BS-11590
69,1117,490,107,107,490,CA-2015-106376,1117,2015-12-05 00:00:00,Standard Class,Arizona,West,85234,United States,Gilbert,Corporate,Brendan Sweed,BS-11590
70,1463,96,423,423,96,CA-2017-119823,1463,2017-06-04 00:00:00,First Class,Virginia,South,22153,United States,Springfield,Consumer,Karen Daniels,KD-16270
71,236,52,330,330,52,CA-2017-106075,236,2017-09-18 00:00:00,Standard Class,New York,East,10009,United States,New York City,Consumer,Henry MacAllister,HM-14980
72,1531,276,739,739,276,CA-2018-114440,1531,2018-09-14 00:00:00,Second Class,Michigan,Central,49201,United States,Jackson,Consumer,Tracy Blumstein,TB-21520
73,806,202,357,357,202,US-2016-134026,806,2016-04-26 00:00:00,Standard Class,Tennessee,South,38109,United States,Memphis,Consumer,Joel Eaton,JE-15745
74,1547,202,357,357,202,US-2016-134026,1547,2016-04-26 00:00:00,Standard Class,Tennessee,South,38109,United States,Memphis,Consumer,Joel Eaton,JE-15745
75,1382,202,357,357,202,US-2016-134026,1382,2016-04-26 00:00:00,Standard Class,Tennessee,South,38109,United States,Memphis,Consumer,Joel Eaton,JE-15745
76,542,422,419,419,422,US-2018-118038,542,2018-12-09 00:00:00,First Class,Texas,Central,77041,United States,Houston,Corporate,Ken Brennan,KB-16600
77,31,422,419,419,422,US-2018-118038,31,2018-12-09 00:00:00,First Class,Texas,Central,77041,United States,Houston,Corporate,Ken Brennan,KB-16600
78,1455,422,419,419,422,US-2018-118038,1455,2018-12-09 00:00:00,First Class,Texas,Central,77041,United States,Houston,Corporate,Ken Brennan,KB-16600
79,565,423,357,357,423,US-2015-147606,565,2015-11-26 00:00:00,Second Class,Texas,Central,77070,United States,Houston,Consumer,Joel Eaton,JE-15745
80,9,185,680,680,185,CA-2017-127208,9,2017-06-12 00:00:00,First Class,Alabama,South,35601,United States,Decatur,Corporate,Stewart Carmichael,SC-20770
81,248,185,680,680,185,CA-2017-127208,248,2017-06-12 00:00:00,First Class,Alabama,South,35601,United States,Decatur,Corporate,Stewart Carmichael,SC-20770
82,1311,577,228,228,577,CA-2015-139451,1311,2015-10-12 00:00:00,Standard Class,California,West,94122,United States,San Francisco,Consumer,Duane Noonan,DN-13690
83,1473,577,228,228,577,CA-2015-139451,1473,2015-10-12 00:00:00,Standard Class,California,West,94122,United States,San Francisco,Consumer,Duane Noonan,DN-13690
84,945,117,348,348,117,CA-2016-149734,945,2016-09-03 00:00:00,Standard Class,North Carolina,South,27707,United States,Durham,Corporate,Julie Creighton,JC-16105
85,1381,346,179,179,346,US-2018-119662,1381,2018-11-13 00:00:00,First Class,Illinois,Central,60623,United States,Chicago,Home Office,Christopher Schild,CS-12400
86,1180,129,604,604,129,CA-2018-140088,1180,2018-05-28 00:00:00,Second Class,South Carolina,South,29203,United States,Columbia,Consumer,Patrick O'Donnell,PO-18865
87,1029,310,593,593,310,CA-2018-155558,1029,2018-10-26 00:00:00,Standard Class,Minnesota,Central,55901,United States,Rochester,Consumer,Paul Gonzalez,PG-18895
88,222,310,593,593,310,CA-2018-155558,222,2018-10-26 00:00:00,Standard Class,Minnesota,Central,55901,United States,Rochester,Consumer,Paul Gonzalez,PG-18895
89,582,424,305,305,424,CA-2017-159695,582,2017-04-05 00:00:00,Second Class,Texas,Central,77095,United States,Houston,Home Office,Gary Mitchum,GM-14455
90,1586,515,407,407,515,CA-2017-109806,1586,2017-09-17 00:00:00,Standard Class,California,West,90036,United States,Los Angeles,Corporate,Jim Sink,JS-15685
91,1250,515,407,407,515,CA-2017-109806,1250,2017-09-17 00:00:00,Standard Class,California,West,90036,United States,Los Angeles,Corporate,Jim Sink,JS-15685
92,1793,515,407,407,515,CA-2017-109806,1793,2017-09-17 00:00:00,Standard Class,California,West,90036,United States,Los Angeles,Corporate,Jim Sink,JS-15685
93,1797,308,416,416,308,CA-2016-149587,1797,2016-01-31 00:00:00,Second Class,Minnesota,Central,55407,United States,Minneapolis,Consumer,Karl Braun,KB-16315
94,1446,308,416,416,308,CA-2016-149587,1446,2016-01-31 00:00:00,Second Class,Minnesota,Central,55407,United States,Minneapolis,Consumer,Karl Braun,KB-16315
95,904,308,416,416,308,CA-2016-149587,904,2016-01-31 00:00:00,Second Class,Minnesota,Central,55407,United States,Minneapolis,Consumer,Karl Braun,KB-16315
96,673,603,627,627,603,US-2018-109484,673,2018-11-06 00:00:00,Standard Class,Oregon,West,97206,United States,Portland,Home Office,Roger Barcio,RB-19705
97,32,52,602,602,52,CA-2018-161018,32,2018-11-09 00:00:00,Second Class,New York,East,10009,United States,New York City,Home Office,Parhena Norris,PN-18775
98,1580,577,424,424,577,CA-2018-157833,1580,2018-06-17 00:00:00,First Class,California,West,94122,United States,San Francisco,Consumer,Katherine Ducich,KD-16345
99,637,302,277,277,302,CA-2017-149223,637,2017-09-06 00:00:00,Standard Class,Minnesota,Central,55106,United States,Saint Paul,Corporate,Elpida Rittenbach,ER-13855
100,262,345,624,624,345,CA-2017-158568,262,2017-08-29 00:00:00,Standard Class,Illinois,Central,60610,United States,Chicago,Home Office,Rick Bensley,RB-19465
101,1409,345,624,624,345,CA-2017-158568,1409,2017-08-29 00:00:00,Standard Class,Illinois,Central,60610,United States,Chicago,Home Office,Rick Bensley,RB-19465
102,250,345,624,624,345,CA-2017-158568,250,2017-08-29 00:00:00,Standard Class,Illinois,Central,60610,United States,Chicago,Home Office,Rick Bensley,RB-19465
103,1596,310,315,315,310,CA-2017-129903,1596,2017-12-01 00:00:00,Second Class,Minnesota,Central,55901,United States,Rochester,Consumer,Gary Zandusky,GZ-14470
104,1014,455,451,451,455,US-2016-156867,1014,2016-11-13 00:00:00,Standard Class,Colorado,West,80013,United States,Aurora,Consumer,Lena Cacioppo,LC-16870
105,504,455,451,451,455,US-2016-156867,504,2016-11-13 00:00:00,Standard Class,Colorado,West,80013,United States,Aurora,Consumer,Lena Cacioppo,LC-16870
106,271,455,451,451,455,US-2016-156867,271,2016-11-13 00:00:00,Standard Class,Colorado,West,80013,United States,Aurora,Consumer,Lena Cacioppo,LC-16870
107,1084,123,390,390,123,CA-2018-119004,1084,2018-11-23 00:00:00,Standard Class,North Carolina,South,28205,United States,Charlotte,Consumer,Janet Martin,JM-15250
108,1485,123,390,390,123,CA-2018-119004,1485,2018-11-23 00:00:00,Standard Class,North Carolina,South,28205,United States,Charlotte,Consumer,Janet Martin,JM-15250
109,1169,123,390,390,123,CA-2018-119004,1169,2018-11-23 00:00:00,Standard Class,North Carolina,South,28205,United States,Charlotte,Consumer,Janet Martin,JM-15250
110,1027,340,582,582,340,CA-2016-129476,1027,2016-10-15 00:00:00,Standard Class,Illinois,Central,60462,United States,Orland Park,Home Office,Pete Armstrong,PA-19060
111,1046,55,185,185,55,CA-2018-146780,1046,2018-12-25 00:00:00,Standard Class,New York,East,10035,United States,New York City,Corporate,Cynthia Voltz,CV-12805
112,888,280,153,153,280,CA-2017-128867,888,2017-11-03 00:00:00,Standard Class,Iowa,Central,50322,United States,Urbandale,Consumer,Clay Ludtke,CL-12565
113,238,280,153,153,280,CA-2017-128867,238,2017-11-03 00:00:00,Standard Class,Iowa,Central,50322,United States,Urbandale,Consumer,Clay Ludtke,CL-12565
114,1205,222,630,630,222,CA-2015-115259,1205,2015-08-25 00:00:00,Second Class,Ohio,East,43229,United States,Columbus,Consumer,Ryan Crowe,RC-19960
115,1350,222,630,630,222,CA-2015-115259,1350,2015-08-25 00:00:00,Second Class,Ohio,East,43229,United States,Columbus,Consumer,Ryan Crowe,RC-19960
116,1713,222,630,630,222,CA-2015-115259,1713,2015-08-25 00:00:00,Second Class,Ohio,East,43229,United States,Columbus,Consumer,Ryan Crowe,RC-19960
117,1588,222,630,630,222,CA-2015-115259,1588,2015-08-25 00:00:00,Second Class,Ohio,East,43229,United States,Columbus,Consumer,Ryan Crowe,RC-19960
118,847,617,214,214,617,CA-2016-110457,847,2016-03-02 00:00:00,Standard Class,Washington,West,98103,United States,Seattle,Consumer,Dave Kipp,DK-13090
119,681,200,298,298,200,US-2016-136476,681,2016-04-05 00:00:00,Standard Class,Tennessee,South,37620,United States,Bristol,Corporate,Greg Guthrie,GG-14650
120,150,86,679,679,86,CA-2017-103730,150,2017-06-12 00:00:00,First Class,Delaware,East,19805,United States,Wilmington,Consumer,Steven Cartwright,SC-20725
121,535,86,679,679,86,CA-2017-103730,535,2017-06-12 00:00:00,First Class,Delaware,East,19805,United States,Wilmington,Consumer,Steven Cartwright,SC-20725
122,462,86,679,679,86,CA-2017-103730,462,2017-06-12 00:00:00,First Class,Delaware,East,19805,United States,Wilmington,Consumer,Steven Cartwright,SC-20725
123,773,86,679,679,86,CA-2017-103730,773,2017-06-12 00:00:00,First Class,Delaware,East,19805,United States,Wilmington,Consumer,Steven Cartwright,SC-20725
124,969,86,679,679,86,CA-2017-103730,969,2017-06-12 00:00:00,First Class,Delaware,East,19805,United States,Wilmington,Consumer,Steven Cartwright,SC-20725
125,743,422,16,16,422,US-2015-152030,743,2015-12-26 00:00:00,Second Class,Texas,Central,77041,United States,Houston,Home Office,Alan Dominguez,AD-10180
126,311,351,590,590,351,US-2015-134614,311,2015-09-20 00:00:00,Standard Class,Illinois,Central,61701,United States,Bloomington,Consumer,Philip Fox,PF-19165
127,242,487,768,768,487,US-2018-107272,242,2018-11-05 00:00:00,Standard Class,Arizona,West,85023,United States,Phoenix,Consumer,Troy Staebel,TS-21610
128,1578,487,768,768,487,US-2018-107272,1578,2018-11-05 00:00:00,Standard Class,Arizona,West,85023,United States,Phoenix,Consumer,Troy Staebel,TS-21610
129,768,512,473,473,512,US-2017-125969,768,2017-11-06 00:00:00,Second Class,California,West,90004,United States,Los Angeles,Home Office,Lindsay Shagiari,LS-16975
130,559,512,473,473,512,US-2017-125969,559,2017-11-06 00:00:00,Second Class,California,West,90004,United States,Los Angeles,Home Office,Lindsay Shagiari,LS-16975
131,137,222,245,245,222,US-2018-164147,137,2018-02-02 00:00:00,First Class,Ohio,East,43229,United States,Columbus,Corporate,Dorothy Wardle,DW-13585
132,1707,222,245,245,222,US-2018-164147,1707,2018-02-02 00:00:00,First Class,Ohio,East,43229,United States,Columbus,Corporate,Dorothy Wardle,DW-13585
133,1506,222,245,245,222,US-2018-164147,1506,2018-02-02 00:00:00,First Class,Ohio,East,43229,United States,Columbus,Corporate,Dorothy Wardle,DW-13585
134,1744,595,452,452,595,CA-2017-145583,1744,2017-10-13 00:00:00,Standard Class,California,West,95661,United States,Roseville,Consumer,Lena Creighton,LC-16885
135,1668,595,452,452,595,CA-2017-145583,1668,2017-10-13 00:00:00,Standard Class,California,West,95661,United States,Roseville,Consumer,Lena Creighton,LC-16885
136,1411,595,452,452,595,CA-2017-145583,1411,2017-10-13 00:00:00,Standard Class,California,West,95661,United States,Roseville,Consumer,Lena Creighton,LC-16885
137,909,595,452,452,595,CA-2017-145583,909,2017-10-13 00:00:00,Standard Class,California,West,95661,United States,Roseville,Consumer,Lena Creighton,LC-16885
138,722,595,452,452,595,CA-2017-145583,722,2017-10-13 00:00:00,Standard Class,California,West,95661,United States,Roseville,Consumer,Lena Creighton,LC-16885
139,670,595,452,452,595,CA-2017-145583,670,2017-10-13 00:00:00,Standard Class,California,West,95661,United States,Roseville,Consumer,Lena Creighton,LC-16885
140,1035,595,452,452,595,CA-2017-145583,1035,2017-10-13 00:00:00,Standard Class,California,West,95661,United States,Roseville,Consumer,Lena Creighton,LC-16885
141,874,82,350,350,82,CA-2017-110366,874,2017-09-05 00:00:00,Second Class,Pennsylvania,East,19140,United States,Philadelphia,Corporate,Jonathan Doherty,JD-15895
142,1158,577,692,692,577,CA-2018-106180,1158,2018-09-18 00:00:00,Standard Class,California,West,94122,United States,San Francisco,Corporate,Sally Hughsby,SH-19975
143,472,577,692,692,577,CA-2018-106180,472,2018-09-18 00:00:00,Standard Class,California,West,94122,United States,San Francisco,Corporate,Sally Hughsby,SH-19975
144,1702,577,692,692,577,CA-2018-106180,1702,2018-09-18 00:00:00,Standard Class,California,West,94122,United States,San Francisco,Corporate,Sally Hughsby,SH-19975
145,1423,361,688,688,361,CA-2018-155376,1423,2018-12-22 00:00:00,Standard Class,Missouri,Central,64055,United States,Independence,Consumer,Sandra Glassco,SG-20080
146,1381,526,318,318,526,CA-2016-110744,1381,2016-09-07 00:00:00,Standard Class,California,West,91104,United States,Pasadena,Consumer,Helen Andreada,HA-14920
147,1448,219,504,504,219,CA-2015-110072,1448,2015-10-22 00:00:00,Standard Class,Ohio,East,43055,United States,Newark,Home Office,Maureen Gastineau,MG-17680
148,1275,288,358,358,288,CA-2017-114489,1275,2017-12-05 00:00:00,Standard Class,Wisconsin,Central,53132,United States,Franklin,Corporate,Justin Ellison,JE-16165
149,138,288,358,358,288,CA-2017-114489,138,2017-12-05 00:00:00,Standard Class,Wisconsin,Central,53132,United States,Franklin,Corporate,Justin Ellison,JE-16165
150,832,288,358,358,288,CA-2017-114489,832,2017-12-05 00:00:00,Standard Class,Wisconsin,Central,53132,United States,Franklin,Corporate,Justin Ellison,JE-16165
151,701,288,358,358,288,CA-2017-114489,701,2017-12-05 00:00:00,Standard Class,Wisconsin,Central,53132,United States,Franklin,Corporate,Justin Ellison,JE-16165
152,289,491,774,774,491,CA-2017-158834,289,2017-03-13 00:00:00,First Class,Arizona,West,85254,United States,Scottsdale,Home Office,Tamara Willingham,TW-21025
153,936,491,774,774,491,CA-2017-158834,936,2017-03-13 00:00:00,First Class,Arizona,West,85254,United States,Scottsdale,Home Office,Tamara Willingham,TW-21025
154,1476,589,709,709,589,CA-2016-124919,1476,2016-05-31 00:00:00,First Class,California,West,95123,United States,San Jose,Corporate,Stephanie Phelps,SP-20650
155,1671,589,709,709,589,CA-2016-124919,1671,2016-05-31 00:00:00,First Class,California,West,95123,United States,San Jose,Corporate,Stephanie Phelps,SP-20650
156,1544,589,709,709,589,CA-2016-124919,1544,2016-05-31 00:00:00,First Class,California,West,95123,United States,San Jose,Corporate,Stephanie Phelps,SP-20650
157,1123,618,567,567,618,CA-2016-118948,1123,2016-05-28 00:00:00,Standard Class,Washington,West,98105,United States,Seattle,Home Office,Neil Knudson,NK-18490
158,743,619,191,191,619,CA-2015-104269,743,2015-03-01 00:00:00,Second Class,Washington,West,98115,United States,Seattle,Consumer,Dave Brooks,DB-13060
159,230,389,572,572,389,CA-2017-114104,230,2017-11-20 00:00:00,Standard Class,Oklahoma,Central,73034,United States,Edmond,Consumer,Nora Paige,NP-18670
160,175,389,572,572,389,CA-2017-114104,175,2017-11-20 00:00:00,Standard Class,Oklahoma,Central,73034,United States,Edmond,Consumer,Nora Paige,NP-18670
161,1712,516,770,770,516,CA-2017-162733,1712,2017-05-11 00:00:00,First Class,California,West,90045,United States,Los Angeles,Consumer,Ted Trevino,TT-21070
162,977,81,270,270,81,CA-2016-119697,977,2016-12-28 00:00:00,Second Class,Pennsylvania,East,19134,United States,Philadelphia,Consumer,Eric Murdock,EM-13960
163,1500,506,636,636,506,CA-2017-154508,1500,2017-11-16 00:00:00,Standard Class,New Mexico,West,88220,United States,Carlsbad,Consumer,Ruben Dartt,RD-19900
164,1645,619,517,517,619,CA-2017-113817,1645,2017-11-07 00:00:00,Standard Class,Washington,West,98115,United States,Seattle,Consumer,Max Jones,MJ-17740
165,323,439,91,91,439,CA-2015-139892,323,2015-09-08 00:00:00,Standard Class,Texas,Central,78207,United States,San Antonio,Consumer,Becky Martin,BM-11140
166,987,439,91,91,439,CA-2015-139892,987,2015-09-08 00:00:00,Standard Class,Texas,Central,78207,United States,San Antonio,Consumer,Becky Martin,BM-11140
167,1483,439,91,91,439,CA-2015-139892,1483,2015-09-08 00:00:00,Standard Class,Texas,Central,78207,United States,San Antonio,Consumer,Becky Martin,BM-11140
168,1371,439,91,91,439,CA-2015-139892,1371,2015-09-08 00:00:00,Standard Class,Texas,Central,78207,United States,San Antonio,Consumer,Becky Martin,BM-11140
169,1415,439,91,91,439,CA-2015-139892,1415,2015-09-08 00:00:00,Standard Class,Texas,Central,78207,United States,San Antonio,Consumer,Becky Martin,BM-11140
170,953,439,91,91,439,CA-2015-139892,953,2015-09-08 00:00:00,Standard Class,Texas,Central,78207,United States,San Antonio,Consumer,Becky Martin,BM-11140
171,943,439,91,91,439,CA-2015-139892,943,2015-09-08 00:00:00,Standard Class,Texas,Central,78207,United States,San Antonio,Consumer,Becky Martin,BM-11140
172,94,512,175,175,512,CA-2015-118962,94,2015-08-05 00:00:00,Standard Class,California,West,90004,United States,Los Angeles,Consumer,Chad Sievert,CS-12130
173,1704,512,175,175,512,CA-2015-118962,1704,2015-08-05 00:00:00,Standard Class,California,West,90004,United States,Los Angeles,Consumer,Chad Sievert,CS-12130
